note,source_pdf,updated,updates,reason,doi,arxiv_id,external_source,old_title,new_title,old_authors,new_authors,old_venue,new_venue,old_year,new_year
papers/notes/pending-ref-027-perceptionbased-visual-quality-measures.md,papers/raw/pending-references/pending-ref-027-2011-perceptionbased-visual-quality-measures.pdf,true,venue,venue:crossref,10.3758/s13423-018-1497-7,,crossref_doi,Perceptionbased visual quality measures,Perceptionbased visual quality measures,"Georgia Albuquerque, Martin Eisemann, and Marcus Magnor","Georgia Albuquerque, Martin Eisemann, and Marcus Magnor",UNKNOWN,Psychonomic Bulletin &amp; Review,2011,2011
papers/notes/pending-ref-028-visualizing-the-quality-of-dimensionality-reduction.md,papers/raw/pending-references/pending-ref-028-2013-visualizing-the-quality-of-dimensionality-reduction.pdf,true,venue,title:crossref;venue:crossref,10.1016/j.neucom.2012.11.046,,crossref_doi,Visualizing the quality of dimensionality reduction,Visualizing the quality of dimensionality reduction,"Bassam Mokbel, Wouter Lueks, Andrej Gisbrecht, and Barbara Hammer","Bassam Mokbel, Wouter Lueks, Andrej Gisbrecht, and Barbara Hammer",UNKNOWN,Neurocomputing,2013,2013
papers/notes/pending-ref-029-stability-comparison-of-dimensionality-reduction-technique.md,papers/raw/pending-references/pending-ref-029-2013-stability-comparison-of-dimensionality-reduction-techniques-attending-to-data-and-par.pdf,false,,,10.2312/PE.VAMP.VAMP2013.005-009,,,Stability Comparison of Dimensionality Reduction Techniques Attending to Data and Parameter Variations,Stability Comparison of Dimensionality Reduction Techniques Attending to Data and Parameter Variations,"Francisco J. García-Fernández, Michel Verleysen, John A. Lee, and Ignacio Díaz","Francisco J. García-Fernández, Michel Verleysen, John A. Lee, and Ignacio Díaz",UNKNOWN,UNKNOWN,2013,2013
papers/notes/pending-ref-030-interactive-dimensionality-reduction-for-comparative-analy.md,papers/raw/pending-references/pending-ref-030-2022-interactive-dimensionality-reduction-for-comparative-analysis.pdf,true,venue,title:crossref;venue:crossref,10.1109/TVCG.2021.3114807,,crossref_doi,Interactive Dimensionality Reduction for Comparative Analysis,Interactive Dimensionality Reduction for Comparative Analysis,"Takanori Fujiwara, Xinhai Wei, Jian Zhao, and Kwan-Liu Ma","Takanori Fujiwara, Xinhai Wei, Jian Zhao, and Kwan-Liu Ma",UNKNOWN,IEEE Transactions on Visualization and Computer Graphics,2022,2022
papers/notes/pending-ref-031-interactive-visual-cluster-analysis-by-contrastive-dimensi.md,papers/raw/pending-references/pending-ref-031-2022-interactive-visual-cluster-analysis-by-contrastive-dimensionality-reduction.pdf,true,venue,title:crossref;venue:crossref,10.1109/TVCG.2022.3209423,,crossref_doi,Interactive Visual Cluster Analysis by Contrastive Dimensionality Reduction,Interactive Visual Cluster Analysis by Contrastive Dimensionality Reduction,"Jiazhi Xia, Linquan Huang, Weixing Lin, Xin Zhao, Jing Wu, Yang Chen, Ying Zhao, and Wei Chen","Jiazhi Xia, Linquan Huang, Weixing Lin, Xin Zhao, Jing Wu, Yang Chen, Ying Zhao, and Wei Chen",UNKNOWN,IEEE Transactions on Visualization and Computer Graphics,2022,2022
papers/notes/pending-ref-032-dimensionality-reduction-for-visualizing-single-cell-data.md,papers/raw/pending-references/pending-ref-032-2019-dimensionality-reduction-for-visualizing-single-cell-data-using-umap.pdf,true,venue,title:crossref;venue:crossref,10.1038/nbt.4314,,crossref_doi,Dimensionality reduction for visualizing single-cell data using UMAP,Dimensionality reduction for visualizing single-cell data using UMAP,E. Becht et al,E. Becht et al,UNKNOWN,Nature Biotechnology,2019,2019
papers/notes/pending-ref-035-stress-maps-analysing-local-phenomena-in-dimensionality-re.md,papers/raw/pending-references/pending-ref-035-2010-stress-maps-analysing-local-phenomena-in-dimensionality-reduction-based-visualisation.pdf,false,,,10.2312/PE/EuroVAST/EuroVAST10/013-018,,crossref_title,Stress Maps: Analysing Local Phenomena in Dimensionality Reduction Based Visualisations,Stress Maps: Analysing Local Phenomena in Dimensionality Reduction Based Visualisations,"Christin Seifert, Vedran Sabol, and Wolfgang Kienreich","Christin Seifert, Vedran Sabol, and Wolfgang Kienreich",UNKNOWN,UNKNOWN,2010,2010
papers/notes/pending-ref-037-attribute-based-visual-explanation-of-multidimensional-pro.md,papers/raw/pending-references/pending-ref-037-2015-attribute-based-visual-explanation-of-multidimensional-projections.pdf,false,,,10.2312/eurova.20151100,,,Attribute-based Visual Explanation of Multidimensional Projections,Attribute-based Visual Explanation of Multidimensional Projections,"Renato R. O. da Silva, Paulo E. Rauber, Rafael M. Martins, Rosane Minghim, and Alexandru C. Telea","Renato R. O. da Silva, Paulo E. Rauber, Rafael M. Martins, Rosane Minghim, and Alexandru C. Telea",UNKNOWN,UNKNOWN,2015,2015
papers/notes/pending-ref-039-assessing-singlecell-transcriptomic-variability-through-de.md,papers/raw/pending-references/pending-ref-039-2021-assessing-singlecell-transcriptomic-variability-through-density-preserving-data-visua.pdf,true,venue,venue:crossref,10.15252/msb.20188746,,crossref_doi,Assessing singlecell transcriptomic variability through density-preserving data visualization,Assessing singlecell transcriptomic variability through density-preserving data visualization,"Ashwin Narayan, Bonnie Berger, and Hyunghoon Cho","Ashwin Narayan, Bonnie Berger, and Hyunghoon Cho",UNKNOWN,Molecular Systems Biology,2021,2021
papers/notes/pending-ref-040-tvisne-interactive-assessment-and-interpretation-of-t-sne.md,papers/raw/pending-references/pending-ref-040-2020-tvisne-interactive-assessment-and-interpretation-of-t-sne-projections.pdf,true,"title,venue",title:crossref;venue:crossref,10.1109/TVCG.2020.2986996,,crossref_doi,tviSNE: Interactive Assessment and Interpretation of t-SNE Projections,t-viSNE: Interactive Assessment and Interpretation of t-SNE Projections,"Angelos Chatzimparmpas, Rafael M. Martins, and Andreas Kerren","Angelos Chatzimparmpas, Rafael M. Martins, and Andreas Kerren",UNKNOWN,IEEE Transactions on Visualization and Computer Graphics,2020,2020
papers/notes/pending-ref-041-quantitative-evaluation-of-time-dependent-multidimensional.md,papers/raw/pending-references/pending-ref-041-2020-quantitative-evaluation-of-time-dependent-multidimensional-projection-techniques.pdf,false,,,,2002.07481,,Quantitative evaluation of time-dependent multidimensional projection techniques,Quantitative evaluation of time-dependent multidimensional projection techniques,"E. F. V ernier, R. Garcia, I. d. Silva, J. L. D. Comba, and A. C. Telea","E. F. V ernier, R. Garcia, I. d. Silva, J. L. D. Comba, and A. C. Telea",UNKNOWN,UNKNOWN,2020,2020
papers/notes/pending-ref-043-local-procrustes-for-manifold-embedding-a-measure-of-embed.md,papers/raw/pending-references/pending-ref-043-2009-local-procrustes-for-manifold-embedding-a-measure-of-embedding-quality-and-embedding.pdf,false,,,,0806.2669,,Local procrustes for manifold embedding: A measure of embedding quality and embedding algorithms,Local procrustes for manifold embedding: A measure of embedding quality and embedding algorithms,Y. Goldberg and Y. Ritov,Y. Goldberg and Y. Ritov,UNKNOWN,UNKNOWN,2009,2009
papers/notes/pending-ref-044-classimap-a-new-dimension-reduction-technique-for-explorat.md,papers/raw/pending-references/pending-ref-044-2015-classimap-a-new-dimension-reduction-technique-for-exploratory-data-analysis-of-labele.pdf,false,,,10.33612/diss.166005659,,crossref_doi,ClassiMap: A new dimension reduction technique for exploratory data analysis of labeled data,ClassiMap: A new dimension reduction technique for exploratory data analysis of labeled data,"S. Lespinats, M. Aupetit, and A. Meyer-Baese","S. Lespinats, M. Aupetit, and A. Meyer-Baese",UNKNOWN,UNKNOWN,2015,2015
papers/notes/pending-ref-045-a-behavioral-investigation-of-dimensionality-reduction.md,papers/raw/pending-references/pending-ref-045-2012-a-behavioral-investigation-of-dimensionality-reduction.pdf,false,,,,,,A behavioral investigation of dimensionality reduction,A behavioral investigation of dimensionality reduction,"J. Lewis, L. van der Maaten, and V. de Sa","J. Lewis, L. van der Maaten, and V. de Sa",UNKNOWN,UNKNOWN,2012,2012
papers/notes/pending-ref-046-neighborhood-preserving-embedding.md,papers/raw/pending-references/pending-ref-046-2005-neighborhood-preserving-embedding.pdf,false,,,,,,Neighborhood preserving embedding,Neighborhood preserving embedding,"X. He, D. Cai, S. Y an, and H.-J. Zhang","X. He, D. Cai, S. Y an, and H.-J. Zhang",UNKNOWN,UNKNOWN,2005,2005
papers/notes/pending-ref-047-visualizing-dimensionality-reduction-artifacts-an-evaluati.md,papers/raw/pending-references/pending-ref-047-2017-visualizing-dimensionality-reduction-artifacts-an-evaluation.pdf,false,,,,1705.05283,,Visualizing dimensionality reduction artifacts: An evaluation,Visualizing dimensionality reduction artifacts: An evaluation,"N. Heulot, J. Fekete, and M. Aupetit","N. Heulot, J. Fekete, and M. Aupetit",UNKNOWN,UNKNOWN,2017,2017
papers/notes/pending-ref-048-linear-dimensionality-reduction-survey-insights-and-genera.md,papers/raw/pending-references/pending-ref-048-2015-linear-dimensionality-reduction-survey-insights-and-generalizations.pdf,false,,,,1406.0873,,"Linear dimensionality reduction: Survey, insights, and generalizations","Linear dimensionality reduction: Survey, insights, and generalizations",John P Cunningham and Zoubin Ghahramani,John P Cunningham and Zoubin Ghahramani,UNKNOWN,UNKNOWN,2015,2015
papers/notes/pending-ref-049-dimreader-axis-lines-that-explain-non-linear-projections.md,papers/raw/pending-references/pending-ref-049-2019-dimreader-axis-lines-that-explain-non-linear-projections.pdf,true,venue,title:crossref;venue:crossref,,1710.00992,crossref_title,DimReader: Axis lines that explain non-linear projections,DimReader: Axis lines that explain non-linear projections,"R. Faust, D. Glickenstein, and C. Scheidegger","R. Faust, D. Glickenstein, and C. Scheidegger",UNKNOWN,IEEE Transactions on Visualization and Computer Graphics,2019,2019
papers/notes/pending-ref-051-explaining-neighborhood-preservation-for-multidimensional.md,papers/raw/pending-references/pending-ref-051-2015-explaining-neighborhood-preservation-for-multidimensional-projections.pdf,false,,,10.2312/cgvc.20151234,,,Explaining Neighborhood Preservation for Multidimensional Projections,Explaining Neighborhood Preservation for Multidimensional Projections,"Rafael Messias Martins, Rosane Minghim, and AC Telea","Rafael Messias Martins, Rosane Minghim, and AC Telea",UNKNOWN,UNKNOWN,2015,2015
papers/notes/pending-ref-052-distortion-aware-brushing-for-interactive-cluster-analysis.md,papers/raw/pending-references/pending-ref-052-2022-distortion-aware-brushing-for-interactive-cluster-analysis-in-multidimensional-projec.pdf,true,"title,venue",title:crossref;venue:crossref,,,crossref_title,Distortion-Aware Brushing for Interactive Cluster Analysis in Multidimensional Projections,Distortion-Aware Brushing for Reliable Cluster Analysis in Multidimensional Projections,"Hyeon Jeon, Michael Aupetit, Soohyun Lee, Hyung-Kwon Ko, Youngtaek Kim, and Jinwook Seo","Hyeon Jeon, Michael Aupetit, Soohyun Lee, Hyung-Kwon Ko, Youngtaek Kim, and Jinwook Seo",UNKNOWN,IEEE Transactions on Visualization and Computer Graphics,2022,2022
papers/notes/pending-ref-053-analyzing-quality-measurements-for-dimensionality-reductio.md,papers/raw/pending-references/pending-ref-053-2023-analyzing-quality-measurements-for-dimensionality-reduction.pdf,true,venue,venue:crossref,10.1109/5.726791,,crossref_doi,Analyzing quality measurements for dimensionality reduction,Analyzing quality measurements for dimensionality reduction,"M. C. Thrun, J. Märte, and Q. Stier","M. C. Thrun, J. Märte, and Q. Stier",UNKNOWN,Proceedings of the IEEE,2023,2023
papers/notes/pending-ref-054-a-large-scale-sensitivity-analysis-on-latent-embeddings-an.md,papers/raw/pending-references/pending-ref-054-2025-a-large-scale-sensitivity-analysis-on-latent-embeddings-and-dimensionality-reductions.pdf,true,"title,venue",title:crossref;venue:crossref,10.5281/zenodo.12772898,,crossref_title,A large-scale sensitivity analysis on latent embeddings and dimensionality reductions for text spatializations,A Large-Scale Sensitivity Analysis on Latent Embeddings and Dimensionality Reductions for Text Spatializations,"D. Atzberger, T. Cech, W. Scheibel, J. Döllner, M. Behrisch, and T. Schreck","D. Atzberger, T. Cech, W. Scheibel, J. Döllner, M. Behrisch, and T. Schreck",UNKNOWN,IEEE Transactions on Visualization and Computer Graphics,2025,2025
papers/notes/pending-ref-055-hypernp-interactive-visual-exploration-of-multidimensional.md,papers/raw/pending-references/pending-ref-055-2022-hypernp-interactive-visual-exploration-of-multidimensional-projection-hyperparameters.pdf,true,venue,title:crossref;venue:crossref,,,crossref_title,HyperNP: Interactive Visual Exploration of Multidimensional Projection Hyperparameters,HyperNP: Interactive Visual Exploration of Multidimensional Projection Hyperparameters,"G. Appleby, M. Espadoto, R. Chen, S. Goree, A. C. Telea, E. W. Anderson, and R. Chang","G. Appleby, M. Espadoto, R. Chen, S. Goree, A. C. Telea, E. W. Anderson, and R. Chang",UNKNOWN,Computer Graphics Forum,2022,2022
papers/notes/pending-ref-056-selecting-and-sharing-multidimensional-projection-algorith.md,papers/raw/pending-references/pending-ref-056-2020-selecting-and-sharing-multidimensional-projection-algorithms-a-practical-view.pdf,false,,,10.2312/visgap.20201105,,,Selecting and Sharing Multidimensional Projection Algorithms: A Practical View,Selecting and Sharing Multidimensional Projection Algorithms: A Practical View,"Mateus Espadoto, Eduardo Faccin Vernier, and Alexandru Telea","Mateus Espadoto, Eduardo Faccin Vernier, and Alexandru Telea",UNKNOWN,UNKNOWN,2020,2020
papers/notes/pending-ref-057-quality-metrics-for-information-visualization.md,papers/raw/pending-references/pending-ref-057-2018-quality-metrics-for-information-visualization.pdf,true,venue,title:crossref;venue:crossref,10.1111/cgf.13446,,crossref_doi,Quality Metrics for Information Visualization,Quality Metrics for Information Visualization,"M. Behrisch, M. Blumenschein, N. W. Kim, L. Shao, M. El-Assady, J. Fuchs, D. Seebacher, A. Diehl, U. Brandes, H. Pfister, T. Schreck, D. Weiskopf, and D. A. Keim","M. Behrisch, M. Blumenschein, N. W. Kim, L. Shao, M. El-Assady, J. Fuchs, D. Seebacher, A. Diehl, U. Brandes, H. Pfister, T. Schreck, D. Weiskopf, and D. A. Keim",UNKNOWN,Computer Graphics Forum,2018,2018
papers/notes/pending-ref-060-proxilens-interactive-exploration-of-high-dimensional-data.md,papers/raw/pending-references/pending-ref-060-2013-proxilens-interactive-exploration-of-high-dimensional-data-using-projections.pdf,false,,,10.2312/PE.V,,,ProxiLens: Interactive Exploration of High-Dimensional Data using Projections,ProxiLens: Interactive Exploration of High-Dimensional Data using Projections,"Nicolas Heulot, Michael Aupetit, and Jean Daniel Fekete","Nicolas Heulot, Michael Aupetit, and Jean Daniel Fekete",UNKNOWN,UNKNOWN,2013,2013
papers/notes/pending-ref-061-visne-enables-visualization-of-high-dimensional-single-cel.md,papers/raw/pending-references/pending-ref-061-2013-visne-enables-visualization-of-high-dimensional-single-cell-data-and-reveals-phenotyp.pdf,false,,,,,,viSNE enables visualization of high dimensional single-cell data and reveals phenotypic heterogeneity of leukemia,viSNE enables visualization of high dimensional single-cell data and reveals phenotypic heterogeneity of leukemia,E.-A. D. Amir et al,E.-A. D. Amir et al,UNKNOWN,UNKNOWN,2013,2013
papers/notes/pending-ref-062-improving-the-visual-analysis-of-high-dimensional-datasets.md,papers/raw/pending-references/pending-ref-062-2010-improving-the-visual-analysis-of-high-dimensional-datasets-using-quality-measures.pdf,true,venue,venue:crossref,10.1371/journal.pone.0061217,,crossref_doi,Improving the visual analysis of high-dimensional datasets using quality measures,Improving the visual analysis of high-dimensional datasets using quality measures,"Georgia Albuquerque, Martin Eisemann, Dirk J. Lehmann, Holger Theisel, and Marcus Magnor","Georgia Albuquerque, Martin Eisemann, Dirk J. Lehmann, Holger Theisel, and Marcus Magnor",UNKNOWN,PLoS ONE,2010,2010
papers/notes/pending-ref-063-high-dimensional-labeled-data-analysis-with-topology-repre.md,papers/raw/pending-references/pending-ref-063-2005-high-dimensional-labeled-data-analysis-with-topology-representing-graphs.pdf,true,venue,venue:crossref,10.1109/5.726791,,crossref_doi,High-dimensional labeled data analysis with topology representing graphs,High-dimensional labeled data analysis with topology representing graphs,Michaël Aupetit and Thibaud Catz,Michaël Aupetit and Thibaud Catz,UNKNOWN,Proceedings of the IEEE,2005,2005
papers/notes/pending-ref-064-experiments-with-random-projection.md,papers/raw/pending-references/pending-ref-064-2000-experiments-with-random-projection.pdf,false,,,,,,Experiments with random projection,Experiments with random projection,S. Dasgupta,S. Dasgupta,UNKNOWN,UNKNOWN,2000,2000
papers/notes/pending-ref-065-predicting-user-preferences-of-dimensionality-reduction-em.md,papers/raw/pending-references/pending-ref-065-2023-predicting-user-preferences-of-dimensionality-reduction-embedding-quality.pdf,false,,,,,,Predicting User Preferences of Dimensionality Reduction Embedding Quality,Predicting User Preferences of Dimensionality Reduction Embedding Quality,"Cristina Morariu, Adrien Bibal, Rene Cutura, Benoît Frénay, and Michael Sedlmair","Cristina Morariu, Adrien Bibal, Rene Cutura, Benoît Frénay, and Michael Sedlmair",UNKNOWN,UNKNOWN,2023,2023
papers/notes/pending-ref-067-ivisclassifier-an-interactive-visual-analytics-system-for.md,papers/raw/pending-references/pending-ref-067-2010-ivisclassifier-an-interactive-visual-analytics-system-for-classification-based-on-sup.pdf,true,venue,venue:crossref,10.1111/cgf.14034,,crossref_doi,iVisClassifier: An interactive visual analytics system for classification based on supervised dimension reduction,iVisClassifier: An interactive visual analytics system for classification based on supervised dimension reduction,"Jaegul Choo, Hanseung Lee, Jaeyeon Kihm, and Haesun Park","Jaegul Choo, Hanseung Lee, Jaeyeon Kihm, and Haesun Park",UNKNOWN,Computer Graphics Forum,2010,2010
papers/notes/pending-ref-068-nonlinear-dimensionality-reduction-and-data-visualization.md,papers/raw/pending-references/pending-ref-068-2007-nonlinear-dimensionality-reduction-and-data-visualization-a-review.pdf,false,,,,,,Nonlinear dimensionality reduction and data visualization: a review,Nonlinear dimensionality reduction and data visualization: a review,Hujun Yin,Hujun Yin,UNKNOWN,UNKNOWN,2007,2007
papers/notes/pending-ref-069-principal-manifolds-and-nonlinear-dimensionality-reduction.md,papers/raw/pending-references/pending-ref-069-2004-principal-manifolds-and-nonlinear-dimensionality-reduction-via-tangent-space-alignmen.pdf,false,,,,,,Principal manifolds and nonlinear dimensionality reduction via tangent space alignment,Principal manifolds and nonlinear dimensionality reduction via tangent space alignment,Z. Zhang and H. Zha,Z. Zhang and H. Zha,UNKNOWN,UNKNOWN,2004,2004
papers/notes/pending-ref-070-interpreting-high-dimensional-projections-with-capacity.md,papers/raw/pending-references/pending-ref-070-2024-interpreting-high-dimensional-projections-with-capacity.pdf,true,venue,venue:crossref,10.1109/5.726791,,crossref_doi,Interpreting High-Dimensional Projections With Capacity,Interpreting High-Dimensional Projections With Capacity,"Yang Zhang, Jisheng Liu, Chufan Lai, Yuan Zhou, and Siming Chen","Yang Zhang, Jisheng Liu, Chufan Lai, Yuan Zhou, and Siming Chen",UNKNOWN,Proceedings of the IEEE,2024,2024
papers/notes/pending-ref-072-piecewise-laplacian-based-projection-for-interactive-data.md,papers/raw/pending-references/pending-ref-072-2011-piecewise-laplacian-based-projection-for-interactive-data-exploration-and-organizatio.pdf,true,venue,venue:crossref,10.3390/info9040100,,crossref_doi,Piecewise laplacian-based projection for interactive data exploration and organization,Piecewise laplacian-based projection for interactive data exploration and organization,"F. V. Paulovich, D. M. Eler, J. Poco, , C. P. Botha, R. Minghim, and L. G. Nonato","F. V. Paulovich, D. M. Eler, J. Poco, , C. P. Botha, R. Minghim, and L. G. Nonato",UNKNOWN,Information,2011,2011
papers/notes/pending-ref-073-trustworthiness-and-metrics-in-visualizing-similarity-of-g.md,papers/raw/pending-references/pending-ref-073-2003-trustworthiness-and-metrics-in-visualizing-similarity-of-gene-expression.pdf,false,,,,,,Trustworthiness and metrics in visualizing similarity of gene expression,Trustworthiness and metrics in visualizing similarity of gene expression,"S. Kaski, J. Nikkil €a, M. Oja, J. Venna, P. T €or€onen, and E. Castr /C19en","S. Kaski, J. Nikkil €a, M. Oja, J. Venna, P. T €or€onen, and E. Castr /C19en",UNKNOWN,UNKNOWN,2003,2003
papers/notes/pending-ref-077-assessing-single-cell-transcriptomic-variability-through-d.md,papers/raw/pending-references/pending-ref-077-2020-assessing-single-cell-transcriptomic-variability-through-density-preserving-data-visu.pdf,true,venue,title:crossref;venue:crossref,10.1038/s41587-020-00801-7,,crossref_doi,Assessing single-cell transcriptomic variability through density-preserving data visualization,Assessing single-cell transcriptomic variability through density-preserving data visualization,"A. Narayan, B. Berger, and H. Cho","A. Narayan, B. Berger, and H. Cho",UNKNOWN,Nature Biotechnology,2020,2020
papers/notes/pending-ref-079-adaptive-manifold-learning.md,papers/raw/pending-references/pending-ref-079-2012-adaptive-manifold-learning.pdf,true,authors,authors:pdf,,,,Adaptive manifold learning,Adaptive manifold learning,"[Zhang2012] Zhang, Z.; Wang, J. & Zha, H","Hangzhou, , P. R. China",UNKNOWN,UNKNOWN,2012,2012
papers/notes/pending-ref-080-ipca-an-interactive-system-for-pca-based-visual-analytics.md,papers/raw/pending-references/pending-ref-080-2009-ipca-an-interactive-system-for-pca-based-visual-analytics.pdf,true,venue,venue:crossref,10.1016/j.artmed.2019.01.001,,crossref_doi,iPCA: An Interactive System for PCA-based Visual Analytics,iPCA: An Interactive System for PCA-based Visual Analytics,"Dong Hyun Jeong, Caroline Ziemkiewicz, Brian Fisher, William Ribarsky, and Remco Chang","Dong Hyun Jeong, Caroline Ziemkiewicz, Brian Fisher, William Ribarsky, and Remco Chang",UNKNOWN,Artificial Intelligence in Medicine,2009,2009
papers/notes/pending-ref-082-learning-a-kernel-matrix-for-nonlinear-dimensionality-redu.md,papers/raw/pending-references/pending-ref-082-2004-learning-a-kernel-matrix-for-nonlinear-dimensionality-reduction.pdf,true,venue,venue:crossref,10.1109/5.726791,,crossref_doi,Learning a kernel matrix for nonlinear dimensionality reduction,Learning a kernel matrix for nonlinear dimensionality reduction,"K. Q. Weinberger, F. Sha, and L. K. Saul","K. Q. Weinberger, F. Sha, and L. K. Saul",UNKNOWN,Proceedings of the IEEE,2004,2004
papers/notes/pending-ref-083-locality-preserving-projections.md,papers/raw/pending-references/pending-ref-083-2004-locality-preserving-projections.pdf,true,"title,venue",title:crossref;venue:crossref,,,crossref_title,Locality preserving projections,Uncorrelated Locality Preserving Projections,X. He and P. Niyogi,X. He and P. Niyogi,UNKNOWN,2008 11th IEEE Singapore International Conference on Communication Systems,2004,2004
papers/notes/pending-ref-086-understanding-attribute-variability-in-multidimensional-pr.md,papers/raw/pending-references/pending-ref-086-2016-understanding-attribute-variability-in-multidimensional-projections.pdf,true,venue,venue:crossref,10.1371/journal.pone.0061217,,crossref_doi,Understanding Attribute Variability in Multidimensional Projections,Understanding Attribute Variability in Multidimensional Projections,"Lucas Pagliosa, Paulo Pagliosa, and Luis Gustavo Nonato","Lucas Pagliosa, Paulo Pagliosa, and Luis Gustavo Nonato",UNKNOWN,PLoS ONE,2016,2016
papers/notes/pending-ref-087-explaining-three-dimensional-dimensionality-reduction-plot.md,papers/raw/pending-references/pending-ref-087-2016-explaining-three-dimensional-dimensionality-reduction-plots.pdf,true,venue,title:crossref;venue:crossref,10.1177/1473871615600010,,crossref_doi,Explaining three-dimensional dimensionality reduction plots,Explaining three-dimensional dimensionality reduction plots,"Danilo B. Coimbra, Rafael M. Martins, Tácito T.A.T. Neves, Alexandru C. Telea, and Fernando V. Paulovich","Danilo B. Coimbra, Rafael M. Martins, Tácito T.A.T. Neves, Alexandru C. Telea, and Fernando V. Paulovich",UNKNOWN,Information Visualization,2016,2016
papers/notes/pending-ref-088-global-versus-local-methods-in-nonlinear-dimensionality-re.md,papers/raw/pending-references/pending-ref-088-2002-global-versus-local-methods-in-nonlinear-dimensionality-reduction.pdf,false,,,,,,Global Versus Local Methods in Nonlinear Dimensionality Reduction,Global Versus Local Methods in Nonlinear Dimensionality Reduction,Vin Silva and Joshua Tenenbaum,Vin Silva and Joshua Tenenbaum,UNKNOWN,UNKNOWN,2002,2002
papers/notes/pending-ref-089-a-new-method-of-generalizing-sammon-mapping-with-applicati.md,papers/raw/pending-references/pending-ref-089-1999-a-new-method-of-generalizing-sammon-mapping-with-application-to-algorithm-speed-up.pdf,true,venue,venue:crossref,,,crossref_title,A new method of generalizing Sammon mapping with application to algorithm speed-up,A new method of generalizing Sammon mapping with application to algorithm speed-up,"E. Pekalska, D. de Ridder, R. P. W. Duin, and M. A. Kraaijveld","E. Pekalska, D. de Ridder, R. P. W. Duin, and M. A. Kraaijveld",UNKNOWN,IEEE Transactions on Pattern Analysis and Machine Intelligence,1999,1999
papers/notes/pending-ref-090-a-survey-of-visualizations-for-high-dimensional-data-minin.md,papers/raw/pending-references/pending-ref-090-2002-a-survey-of-visualizations-for-high-dimensional-data-mining.pdf,true,venue,venue:crossref,10.1038/s41592-019-0686-2,,crossref_doi,A survey of visualizations for high-dimensional data mining,A survey of visualizations for high-dimensional data mining,P. Hoffman and G. Grinstein,P. Hoffman and G. Grinstein,UNKNOWN,Nature Methods,2002,2002
papers/notes/pending-ref-091-guided-stable-dynamic-projections.md,papers/raw/pending-references/pending-ref-091-2021-guided-stable-dynamic-projections.pdf,true,"title,venue",title:crossref;venue:crossref,10.1111/cgf.14291,,crossref_doi,Guided stable dynamic projections,Guided Stable Dynamic Projections,"E. F. V ernier, J. L. D. Comba, and A. C. Telea","E. F. V ernier, J. L. D. Comba, and A. C. Telea",UNKNOWN,Computer Graphics Forum,2021,2021
papers/notes/pending-ref-092-dd-hds-a-method-for-visualization-and-exploration-of-high.md,papers/raw/pending-references/pending-ref-092-2007-dd-hds-a-method-for-visualization-and-exploration-of-high-dimensional-data.pdf,false,,,,,,DD-HDS: A Method for Visualization and Exploration of High-Dimensional Data,DD-HDS: A Method for Visualization and Exploration of High-Dimensional Data,"Sylvain Lespinats, Michel Verleysen, Alain Giron, and Bernard Fertil","Sylvain Lespinats, Michel Verleysen, Alain Giron, and Bernard Fertil",UNKNOWN,UNKNOWN,2007,2007
papers/notes/pending-ref-098-interpreting-distortions-in-dimensionality-reduction-by-su.md,papers/raw/pending-references/pending-ref-098-2019-interpreting-distortions-in-dimensionality-reduction-by-superimposing-neighbourhood-g.pdf,true,venue,title:crossref;venue:crossref,,,crossref_title,Interpreting Distortions in Dimensionality Reduction by Superimposing Neighbourhood Graphs,Interpreting Distortions in Dimensionality Reduction by Superimposing Neighbourhood Graphs,"Benoît Colange, Laurent Vuillon, Sylvain Lespinats, and Denys Dutykh","Benoît Colange, Laurent Vuillon, Sylvain Lespinats, and Denys Dutykh",UNKNOWN,2019 IEEE Visualization Conference (VIS),2019,2019
papers/notes/pending-ref-099-clams-a-cluster-ambiguity-measure-for-estimating-perceptua.md,papers/raw/pending-references/pending-ref-099-2024-clams-a-cluster-ambiguity-measure-for-estimating-perceptual-variability-in-visual-clu.pdf,true,"title,venue",title:crossref;venue:crossref,,,crossref_title,CLAMS: A Cluster Ambiguity Measure for Estimating Perceptual Variability in Visual Clustering,<i>CLAMS</i>: A Cluster Ambiguity Measure for Estimating Perceptual Variability in Visual Clustering,"Hyeon Jeon, Ghulam Jilani Quadri, Hyunwook Lee, Paul Rosen, Danielle Albers Szafir, and Jinwook Seo","Hyeon Jeon, Ghulam Jilani Quadri, Hyunwook Lee, Paul Rosen, Danielle Albers Szafir, and Jinwook Seo",UNKNOWN,IEEE Transactions on Visualization and Computer Graphics,2024,2024
papers/notes/pending-ref-100-a-new-embedding-quality-assessment-method-for-manifold-lea.md,papers/raw/pending-references/pending-ref-100-2012-a-new-embedding-quality-assessment-method-for-manifold-learning.pdf,true,venue,title:crossref;venue:crossref,,1108.1636,crossref_title,A new embedding quality assessment method for manifold learning,A new embedding quality assessment method for manifold learning,"P. Zhang, Y. Ren, and B. Zhang","P. Zhang, Y. Ren, and B. Zhang",UNKNOWN,Neurocomputing,2012,2012
