candidate_id,paper_title,authors,year,doi,source_seed_count,source_seed_notes,source_seed_pdfs,mentions,max_title_keyword_score,max_context_score,confidence,relevance_signals,status,next_action,download_status,downloaded_pdf,resolved_url,source_channel,error
pending-ref-033,A Global Geometric Framework for Nonlinear Dimensionality Reduction,"Joshua B. Tenenbaum, Vin de Silva, and John C. Langford",2000,10.1126/science.290.5500.2319,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,3,high,title_keywords=1; body_citation_context=3; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/11125149/,openalex_doi,no_pdf_content
pending-ref-034,Probing Projections: Interaction Techniques for Interpreting Arrangements and Errors of Dimensionality Reductions,"Julian Stahnke, Marian Dörk, Boris Müller, and Andreas Thom",2016,10.1109/TVCG.2015.2467717,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,2,high,title_keywords=2; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/26390487/,openalex_doi,no_pdf_content
pending-ref-035,Stress Maps: Analysing Local Phenomena in Dimensionality Reduction Based Visualisations,"Christin Seifert, Vedran Sabol, and Wolfgang Kienreich",2010,,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,2,high,title_keywords=2; body_citation_context=2,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-035-2010-stress-maps-analysing-local-phenomena-in-dimensionality-reduction-based-visualisation.pdf,,existing,
pending-ref-036,Formalizing visualization design knowledge as constraints: Actionable and extensible models in draco,D. Moritz et al,2019,10.1109/TVCG.2018.2865240,3,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/jeon25chi (4).pdf,3,1,2,high,title_keywords=1; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/8440847/,openalex_doi,no_pdf_content
pending-ref-037,Attribute-based Visual Explanation of Multidimensional Projections,"Renato R. O. da Silva, Paulo E. Rauber, Rafael M. Martins, Rosane Minghim, and Alexandru C. Telea",2015,10.2312/eurova.20151100,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,1,high,title_keywords=2; body_citation_context=1; doi_found,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-037-2015-attribute-based-visual-explanation-of-multidimensional-projections.pdf,,existing,
pending-ref-038,Low-level components of analytic activity in information visualization,"R. Amar, J. Eagan, and J. Stasko",2005,,3,papers/notes/2012-sedlmair-dr-in-the-wild.md; papers/notes/2014-brehmer-task-sequences.md; papers/notes/2019-mdp-visual-analytics-survey.md,papers/raw/2669557.2669559.pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/sedlmair2012tr.pdf,3,1,1,high,title_keywords=1; body_citation_context=1,missing,collect_pdf,missing,,https://doi.org/10.1109/infovis.2005.24,openalex_title,http_404
pending-ref-039,Assessing singlecell transcriptomic variability through density-preserving data visualization,"Ashwin Narayan, Bonnie Berger, and Hyunghoon Cho",2021,10.1038/s41587-02000801-7,2,papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/jeon25chi (4).pdf,2,1,12,medium,title_keywords=1; body_citation_context=12; doi_found,missing,collect_pdf,missing,,,,no_candidate_url
pending-ref-040,tviSNE: Interactive Assessment and Interpretation of t-SNE Projections,"Angelos Chatzimparmpas, Rafael M. Martins, and Andreas Kerren",2020,10.1109/TVCG.2020.2986996,2,papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/jeon25chi (4).pdf,2,1,11,medium,title_keywords=1; body_citation_context=11; doi_found,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-040-2020-tvisne-interactive-assessment-and-interpretation-of-t-sne-projections.pdf,,existing,
pending-ref-041,Quantitative evaluation of time-dependent multidimensional projection techniques,"E. F. V ernier, R. Garcia, I. d. Silva, J. L. D. Comba, and A. C. Telea",2020,10.1111/cgf.13977,2,papers/notes/2022-revisiting-dr-visual-cluster-analysis.md; papers/notes/2024-large-scale-text-spatialization.md,papers/raw/Large-Scale_Evaluation_of_Topic_Models_and_Dimensionality_Reduction_Methods_for_2D_Text_Spatialization.pdf; papers/raw/Revisiting_Dimensionality_Reduction_Techniques_for_Visual_Cluster_Analysis_An_Empirical_Study.pdf,2,3,10,medium,title_keywords=3; body_citation_context=10; doi_found,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-041-2020-quantitative-evaluation-of-time-dependent-multidimensional-projection-techniques.pdf,,existing,
pending-ref-042,Scale-independent quality criteria for dimensionality reduction,John A. Lee and Michel Verleysen,2010,10.1016/j.patrec.2010.04.013,2,papers/notes/2015-perception-based-projection-evaluation.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Perception-Based_Evaluation_of_Projection_Methods_for_Multidimensional_Data_Visualization (1).pdf; papers/raw/jeon25chi (4).pdf,2,2,8,high,title_keywords=2; body_citation_context=8; doi_found,missing,collect_pdf,missing,,http://hdl.handle.net/2078.1/34378,openalex_doi,http_500
pending-ref-043,Local procrustes for manifold embedding: A measure of embedding quality and embedding algorithms,Y. Goldberg and Y. Ritov,2009,,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf,2,3,6,high,title_keywords=3; body_citation_context=6,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-043-2009-local-procrustes-for-manifold-embedding-a-measure-of-embedding-quality-and-embedding.pdf,,existing,
pending-ref-044,ClassiMap: A new dimension reduction technique for exploratory data analysis of labeled data,"S. Lespinats, M. Aupetit, and A. Meyer-Baese",2015,,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf,2,2,6,high,title_keywords=2; body_citation_context=6,missing,collect_pdf,missing,,https://doi.org/10.1142/s0218001415510088,openalex_title,http_403
pending-ref-045,A behavioral investigation of dimensionality reduction,"J. Lewis, L. van der Maaten, and V. de Sa",2012,,2,papers/notes/2015-perception-based-projection-evaluation.md; papers/notes/2019-mdp-visual-analytics-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Perception-Based_Evaluation_of_Projection_Methods_for_Multidimensional_Data_Visualization (1).pdf,2,1,6,high,title_keywords=1; body_citation_context=6,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-045-2012-a-behavioral-investigation-of-dimensionality-reduction.pdf,,existing,
pending-ref-046,Neighborhood preserving embedding,"X. He, D. Cai, S. Y an, and H.-J. Zhang",2005,,2,papers/notes/2009-comparative-review-dr-techniques.md; papers/notes/2022-revisiting-dr-visual-cluster-analysis.md,papers/raw/Dimensionality_Reduction_A_Comparative_Review.pdf; papers/raw/Revisiting_Dimensionality_Reduction_Techniques_for_Visual_Cluster_Analysis_An_Empirical_Study.pdf,2,3,5,medium,title_keywords=3; body_citation_context=5,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-046-2005-neighborhood-preserving-embedding.pdf,,existing,
pending-ref-047,Visualizing dimensionality reduction artifacts: An evaluation,"N. Heulot, J. Fekete, and M. Aupetit",2017,,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf,2,2,5,high,title_keywords=2; body_citation_context=5,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-047-2017-visualizing-dimensionality-reduction-artifacts-an-evaluation.pdf,,existing,
pending-ref-048,"Linear dimensionality reduction: Survey, insights, and generalizations",John P Cunningham and Zoubin Ghahramani,2015,,2,papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,2,2,5,high,title_keywords=2; body_citation_context=5,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-048-2015-linear-dimensionality-reduction-survey-insights-and-generalizations.pdf,,existing,
pending-ref-049,DimReader: Axis lines that explain non-linear projections,"R. Faust, D. Glickenstein, and C. Scheidegger",2019,10.1109/TVCG,2,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/jeon25chi (4).pdf,2,1,5,high,title_keywords=1; body_citation_context=5; doi_found,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-049-2019-dimreader-axis-lines-that-explain-non-linear-projections.pdf,,existing,
pending-ref-050,Knowledge Generation Model for Visual Analytics,"Dominik Sacha, Andreas Stoffel, Florian Stoffel, Bum Chul Kwon, Geoffrey Ellis, and Daniel A. Keim",2014,10.1109/TVCG.2014.2346481,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,2,1,5,high,title_keywords=1; body_citation_context=5; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/26356874/,openalex_doi,no_pdf_content
pending-ref-051,Explaining Neighborhood Preservation for Multidimensional Projections,"Rafael Messias Martins, Rosane Minghim, and AC Telea",2015,10.2312/cgvc.20151234,2,papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,2,4,4,high,title_keywords=4; body_citation_context=4; doi_found,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-051-2015-explaining-neighborhood-preservation-for-multidimensional-projections.pdf,,existing,
pending-ref-052,Distortion-Aware Brushing for Interactive Cluster Analysis in Multidimensional Projections,"Hyeon Jeon, Michael Aupetit, Soohyun Lee, Hyung-Kwon Ko, Youngtaek Kim, and Jinwook Seo",2022,10.48550/ARXIV.2201.06379,2,papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/jeon25chi (4).pdf,2,3,4,medium,title_keywords=3; body_citation_context=4; doi_found,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-052-2022-distortion-aware-brushing-for-interactive-cluster-analysis-in-multidimensional-projec.pdf,,existing,
pending-ref-053,Analyzing quality measurements for dimensionality reduction,"M. C. Thrun, J. Märte, and Q. Stier",2023,10.3390/make5030056,2,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/jeon25chi (4).pdf,2,2,4,high,title_keywords=2; body_citation_context=4; doi_found,missing,collect_pdf,missing,,https://dx.doi.org/10.3390/make5030056,openalex_doi,http_403
pending-ref-054,A large-scale sensitivity analysis on latent embeddings and dimensionality reductions for text spatializations,"D. Atzberger, T. Cech, W. Scheibel, J. Döllner, M. Behrisch, and T. Schreck",2025,10.1109/TVCG,2,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf,2,2,3,high,title_keywords=2; body_citation_context=3; doi_found,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-054-2025-a-large-scale-sensitivity-analysis-on-latent-embeddings-and-dimensionality-reductions.pdf,,existing,
pending-ref-055,HyperNP: Interactive Visual Exploration of Multidimensional Projection Hyperparameters,"G. Appleby, M. Espadoto, R. Chen, S. Goree, A. C. Telea, E. W. Anderson, and R. Chang",2022,10.1111/cgf.14531,2,papers/notes/2024-large-scale-text-spatialization.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Large-Scale_Evaluation_of_Topic_Models_and_Dimensionality_Reduction_Methods_for_2D_Text_Spatialization.pdf; papers/raw/jeon25chi (4).pdf,2,2,3,medium,title_keywords=2; body_citation_context=3; doi_found,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-055-2022-hypernp-interactive-visual-exploration-of-multidimensional-projection-hyperparameters.pdf,,existing,
pending-ref-056,Selecting and Sharing Multidimensional Projection Algorithms: A Practical View,"Mateus Espadoto, Eduardo Faccin Vernier, and Alexandru Telea",2020,10.2312/VISGAP.20201105,2,papers/notes/2024-large-scale-text-spatialization.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Large-Scale_Evaluation_of_Topic_Models_and_Dimensionality_Reduction_Methods_for_2D_Text_Spatialization.pdf; papers/raw/jeon25chi (4).pdf,2,2,3,medium,title_keywords=2; body_citation_context=3; doi_found,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-056-2020-selecting-and-sharing-multidimensional-projection-algorithms-a-practical-view.pdf,,existing,
pending-ref-057,Quality Metrics for Information Visualization,"M. Behrisch, M. Blumenschein, N. W. Kim, L. Shao, M. El-Assady, J. Fuchs, D. Seebacher, A. Diehl, U. Brandes, H. Pfister, T. Schreck, D. Weiskopf, and D. A. Keim",2018,10.1111/cgf.13446,2,papers/notes/2024-large-scale-text-spatialization.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Large-Scale_Evaluation_of_Topic_Models_and_Dimensionality_Reduction_Methods_for_2D_Text_Spatialization.pdf; papers/raw/jeon25chi (4).pdf,2,2,3,medium,title_keywords=2; body_citation_context=3; doi_found,missing,collect_pdf,missing,,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fcgf.13446,crossref_doi,http_400
pending-ref-058,VITALITY: Promoting serendipitous discovery of academic literature with transformers & visual analytics,"A. Narechania, A. Karduni, R. Wesslen, and E. Wall",2022,10.1109/TVCG.2021.3114820,2,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/jeon25chi (4).pdf,2,1,3,high,title_keywords=1; body_citation_context=3; doi_found,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-058-2022-vitality-promoting-serendipitous-discovery-of-academic-literature-with-transformers-v.pdf,,existing,
pending-ref-059,Visualization Analysis and Design,T. Munzner,2014,,2,papers/notes/2014-brehmer-task-sequences.md; papers/notes/2019-mdp-visual-analytics-survey.md,papers/raw/2669557.2669559.pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf,2,1,3,medium,title_keywords=1; body_citation_context=3,missing,collect_pdf,missing,,https://www.taylorfrancis.com/books/mono/10.1201/b17511/visualization-analysis-design-tamara-munzner,openalex_title,no_pdf_content
pending-ref-060,ProxiLens: Interactive Exploration of High-Dimensional Data using Projections,"Nicolas Heulot, Michael Aupetit, and Jean Daniel Fekete",2013,10.2312/PE.VAMP.VAMP2013.011-015,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,2,1,3,high,title_keywords=1; body_citation_context=3; doi_found,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-060-2013-proxilens-interactive-exploration-of-high-dimensional-data-using-projections.pdf,,existing,
pending-ref-061,viSNE enables visualization of high dimensional single-cell data and reveals phenotypic heterogeneity of leukemia,E.-A. D. Amir et al,2013,10.1038/nbt.2594,2,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/jeon25chi (4).pdf,2,1,3,high,title_keywords=1; body_citation_context=3; doi_found,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-061-2013-visne-enables-visualization-of-high-dimensional-single-cell-data-and-reveals-phenotyp.pdf,,existing,
pending-ref-062,Improving the visual analysis of high-dimensional datasets using quality measures,"Georgia Albuquerque, Martin Eisemann, Dirk J. Lehmann, Holger Theisel, and Marcus Magnor",2010,10.1109/VAST.2010.5652433,2,papers/notes/2014-brehmer-task-sequences.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/2669557.2669559.pdf; papers/raw/jeon25chi (4).pdf,2,1,3,medium,title_keywords=1; body_citation_context=3; doi_found,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/5652433/,openalex_doi,no_pdf_content
pending-ref-063,High-dimensional labeled data analysis with topology representing graphs,Michaël Aupetit and Thibaud Catz,2005,10.1016/j.neucom.2004.04.009,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,2,1,3,high,title_keywords=1; body_citation_context=3; doi_found,missing,collect_pdf,missing,,https://doi.org/10.1016/j.neucom.2004.04.009,openalex_doi,http_403
pending-ref-064,Experiments with random projection,S. Dasgupta,2000,,2,papers/notes/2017-random-projection-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md,papers/raw/1706.04371v4.pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf,2,1,3,high,title_keywords=1; body_citation_context=3,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-064-2000-experiments-with-random-projection.pdf,,existing,
pending-ref-065,Predicting User Preferences of Dimensionality Reduction Embedding Quality,"Cristina Morariu, Adrien Bibal, Rene Cutura, Benoît Frénay, and Michael Sedlmair",2023,10.1109/TVCG.2022.3209449,2,papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/jeon25chi (4).pdf,2,3,2,medium,title_keywords=3; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://researchportal.unamur.be/en/publications/predicting-user-preferences-of-dimensionality-reduction-embedding/,openalex_doi,no_pdf_content
pending-ref-066,Towards a Systematic Combination of Dimension Reduction and Clustering in Visual Analytics,"John Wenskovitch, Ian Crandell, Naren Ramakrishnan, Leanna House, Scotland Leman, and Chris North",2018,10.1109/TVCG,2,papers/notes/2022-revisiting-dr-visual-cluster-analysis.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Revisiting_Dimensionality_Reduction_Techniques_for_Visual_Cluster_Analysis_An_Empirical_Study.pdf; papers/raw/jeon25chi (4).pdf,2,2,2,medium,title_keywords=2; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/28866581/,openalex_title,no_pdf_content
pending-ref-067,iVisClassifier: An interactive visual analytics system for classification based on supervised dimension reduction,"Jaegul Choo, Hanseung Lee, Jaeyeon Kihm, and Haesun Park",2010,10.1109/VAST.2010.5652443,2,papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/jeon25chi (4).pdf,2,2,2,medium,title_keywords=2; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/5652443/,openalex_doi,no_pdf_content
pending-ref-068,Nonlinear dimensionality reduction and data visualization: a review,Hujun Yin,2007,10.1007/s11633-007-0294-y,2,papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,2,2,2,high,title_keywords=2; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://link.springer.com/article/10.1007/s11633-007-0294-y?error=cookies_not_supported&code=6b0dc3f2-4d1d-4cd3-8362-733ba20d1d4d,doi_landing,no_pdf_content
pending-ref-069,Principal manifolds and nonlinear dimensionality reduction via tangent space alignment,Z. Zhang and H. Zha,2004,,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf,2,2,2,high,title_keywords=2; body_citation_context=2,missing,collect_pdf,missing,,https://doi.org/10.1137/s1064827502419154,openalex_title,http_403
pending-ref-070,Interpreting High-Dimensional Projections With Capacity,"Yang Zhang, Jisheng Liu, Chufan Lai, Yuan Zhou, and Siming Chen",2024,10.1109/TVCG.2023.3324851,2,papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/jeon25chi (4).pdf,2,1,2,medium,title_keywords=1; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/37938967/,openalex_doi,no_pdf_content
pending-ref-071,Explainers: Expert explorations with crafted projections,M. Gleicher,2013,10.1109/TVCG.2013.157,2,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/jeon25chi (4).pdf,2,1,2,high,title_keywords=1; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/24051770/,openalex_doi,no_pdf_content
pending-ref-072,Piecewise laplacian-based projection for interactive data exploration and organization,"F. V. Paulovich, D. M. Eler, J. Poco, , C. P. Botha, R. Minghim, and L. G. Nonato",2011,,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf,2,1,2,high,title_keywords=1; body_citation_context=2,missing,collect_pdf,missing,,,,no_candidate_url
pending-ref-073,Trustworthiness and metrics in visualizing similarity of gene expression,"S. Kaski, J. Nikkil €a, M. Oja, J. Venna, P. T €or€onen, and E. Castr /C19en",2003,,2,papers/notes/2015-perception-based-projection-evaluation.md; papers/notes/2019-mdp-visual-analytics-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Perception-Based_Evaluation_of_Projection_Methods_for_Multidimensional_Data_Visualization (1).pdf,2,1,2,high,title_keywords=1; body_citation_context=2,found_existing,collect_pdf,found_existing,papers/raw/pending-references/pending-ref-073-2003-trustworthiness-and-metrics-in-visualizing-similarity-of-gene-expression.pdf,,existing,
pending-ref-074,Persistent Homology for the Evaluation of Dimensionality Reduction Schemes,Bastian Rieck and Heike Leitte,2015,10.1111/cgf.12655,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,2,2,1,high,title_keywords=2; body_citation_context=1; doi_found,missing,collect_pdf,missing,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cgf.12655,openalex_doi,http_403
pending-ref-075,Multidimensional Projection with Radial Basis Function and Control Points Selection,"Elisa Amorim, Emilio V. Brazil, Luis G. Nonato, Faramarz Samavati, and Mario C. Sousa",2014,10.1109/PacificVis.2014.59,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,2,2,1,high,title_keywords=2; body_citation_context=1; doi_found,missing,collect_pdf,missing,,http://www.producao.usp.br/handle/BDPI/45370,openalex_doi,http_404
pending-ref-076,Laplacian eigenmaps for dimensionality reduction and data representation,M. Belkin and P. Niyogi,2003,,2,papers/notes/2015-gisbrecht-nonlinear-dr-visualization.md; papers/notes/2019-mdp-visual-analytics-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/WIREs Data Min   Knowl - 2015 - Gisbrecht - Data visualization by nonlinear dimensionality reduction.pdf,2,2,1,high,title_keywords=2; body_citation_context=1,missing,collect_pdf,missing,,https://doi.org/10.1162/089976603321780317,openalex_title,http_403
