candidate_id,paper_title,year,doi,official_url_1,official_url_2,official_url_3,official_url_4,official_url_5,official_url_6,official_url_7,official_url_8,official_url_9,official_url_10,official_url_11,official_url_12
pending-ref-103,Exploratory Projection Pursuit,1987,10.1080/01621459.1987.10478427,https://doi.org/10.1080/01621459.1987.10478427,https://www.tandfonline.com/doi/pdf/10.1080/01621459.1987.10478427,https://doi.org/10.2307/2289161,https://scholar.google.com/scholar?q=Exploratory%20Projection%20Pursuit,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Exploratory%20Projection%20Pursuit,https://dl.acm.org/action/doSearch?AllField=Exploratory%20Projection%20Pursuit,,,,,,
pending-ref-106,CommentVis: Unveiling Comment Insights Through Interactive Visualization Tool,2024,,https://doi.org/10.1109/pacificvis60374.2024.00050,https://scholar.google.com/scholar?q=CommentVis%3A%20Unveiling%20Comment%20Insights%20Through%20Interactive%20Visualization%20Tool,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=CommentVis%3A%20Unveiling%20Comment%20Insights%20Through%20Interactive%20Visualization%20Tool,https://dl.acm.org/action/doSearch?AllField=CommentVis%3A%20Unveiling%20Comment%20Insights%20Through%20Interactive%20Visualization%20Tool,,,,,,,,
pending-ref-115,Non-negative matrix factorization on manifold,2008,,https://doi.org/10.1109/icdm.2008.57,https://doi.org/10.1007/s13042-021-01307-7,https://scholar.google.com/scholar?q=Non-negative%20matrix%20factorization%20on%20manifold,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Non-negative%20matrix%20factorization%20on%20manifold,https://dl.acm.org/action/doSearch?AllField=Non-negative%20matrix%20factorization%20on%20manifold,,,,,,,
pending-ref-116,Views on Visualization,2006,,https://doi.org/10.1007/bf00404272,https://pubmed.ncbi.nlm.nih.gov/22911360,https://doi.org/10.1109/tvcg.2006.80,https://pubmed.ncbi.nlm.nih.gov/16805253,https://research.tue.nl/en/publications/f472fa2f-833a-4485-9b96-2281e6512677,https://research.tue.nl/nl/publications/f472fa2f-833a-4485-9b96-2281e6512677,https://scholar.google.com/scholar?q=Views%20on%20Visualization,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Views%20on%20Visualization,https://dl.acm.org/action/doSearch?AllField=Views%20on%20Visualization,,,
pending-ref-119,"Visual Separation, Classifier Performance Using Multidimensional Projections",2024,,https://doi.org/10.1007/978-3-031-66743-5_11,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1118/1.3528204,https://pubmed.ncbi.nlm.nih.gov/21452728,https://discovery.dundee.ac.uk/en/publications/a4d01420-decb-47e5-ac92-8fa63a199de0,https://hdl.handle.net/2027.42/98732,https://www.ncbi.nlm.nih.gov/pmc/articles/3041807,https://scholar.google.com/scholar?q=Visual%20Separation%2C%20Classifier%20Performance%20Using%20Multidimensional%20Projections,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Visual%20Separation%2C%20Classifier%20Performance%20Using%20Multidimensional%20Projections,https://dl.acm.org/action/doSearch?AllField=Visual%20Separation%2C%20Classifier%20Performance%20Using%20Multidimensional%20Projections,,,
pending-ref-124,Dimensionality reduction for documents with nearest neighbor queries,2015,,https://doi.org/10.1016/j.neucom.2014.07.073,https://dl.acm.org/doi/pdf/10.1145/331499.331504,https://scholar.google.com/scholar?q=Dimensionality%20reduction%20for%20documents%20with%20nearest%20neighbor%20queries,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Dimensionality%20reduction%20for%20documents%20with%20nearest%20neighbor%20queries,https://dl.acm.org/action/doSearch?AllField=Dimensionality%20reduction%20for%20documents%20with%20nearest%20neighbor%20queries,,,,,,,
pending-ref-128,LoCH: A neighborhood-based multidimensional projection technique for high-dimensional sparse spaces,2015,10.1016/j.neucom.2014.07.071,https://doi.org/10.1016/j.neucom.2014.07.071,https://www.sciencedirect.com/search?qs=10.1016/j.neucom.2014.07.071,https://api.elsevier.com/content/article/PII:S0925231214012867?httpAccept=text/xml,https://api.elsevier.com/content/article/PII:S0925231214012867?httpAccept=text/plain,http://www.producao.usp.br/handle/BDPI/50996,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cgf.14718,https://scholar.google.com/scholar?q=LoCH%3A%20A%20neighborhood-based%20multidimensional%20projection%20technique%20for%20high-dimensional%20sparse%20spaces,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=LoCH%3A%20A%20neighborhood-based%20multidimensional%20projection%20technique%20for%20high-dimensional%20sparse%20spaces,https://dl.acm.org/action/doSearch?AllField=LoCH%3A%20A%20neighborhood-based%20multidimensional%20projection%20technique%20for%20high-dimensional%20sparse%20spaces,,,
pending-ref-131,Comparison among dimensionality reduction techniques based on random projection for cancer classiﬁcation,2016,,https://scholar.google.com/scholar?q=Comparison%20among%20dimensionality%20reduction%20techniques%20based%20on%20random%20projection%20for%20cancer%20classi%EF%AC%81cation,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Comparison%20among%20dimensionality%20reduction%20techniques%20based%20on%20random%20projection%20for%20cancer%20classi%EF%AC%81cation,https://dl.acm.org/action/doSearch?AllField=Comparison%20among%20dimensionality%20reduction%20techniques%20based%20on%20random%20projection%20for%20cancer%20classi%EF%AC%81cation,,,,,,,,,
pending-ref-134,Evaluation of randomprojection-based feature combination on dysarthric speech recognition,2013,,https://scholar.google.com/scholar?q=Evaluation%20of%20randomprojection-based%20feature%20combination%20on%20dysarthric%20speech%20recognition,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Evaluation%20of%20randomprojection-based%20feature%20combination%20on%20dysarthric%20speech%20recognition,https://dl.acm.org/action/doSearch?AllField=Evaluation%20of%20randomprojection-based%20feature%20combination%20on%20dysarthric%20speech%20recognition,,,,,,,,,
pending-ref-135,A taxonomy of tasks for guiding the evaluation of multidimensional visualizations,2006,,https://doi.org/10.1145/1168149.1168169,https://dl.acm.org/doi/pdf/10.1145/331499.331504,https://scholar.google.com/scholar?q=A%20taxonomy%20of%20tasks%20for%20guiding%20the%20evaluation%20of%20multidimensional%20visualizations,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=A%20taxonomy%20of%20tasks%20for%20guiding%20the%20evaluation%20of%20multidimensional%20visualizations,https://dl.acm.org/action/doSearch?AllField=A%20taxonomy%20of%20tasks%20for%20guiding%20the%20evaluation%20of%20multidimensional%20visualizations,,,,,,,
pending-ref-139,Visual analytics of multidimensional projections for constructing classiﬁer decision boundary maps,2019,,https://scholar.google.com/scholar?q=Visual%20analytics%20of%20multidimensional%20projections%20for%20constructing%20classi%EF%AC%81er%20decision%20boundary%20maps,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Visual%20analytics%20of%20multidimensional%20projections%20for%20constructing%20classi%EF%AC%81er%20decision%20boundary%20maps,https://dl.acm.org/action/doSearch?AllField=Visual%20analytics%20of%20multidimensional%20projections%20for%20constructing%20classi%EF%AC%81er%20decision%20boundary%20maps,,,,,,,,,
pending-ref-149,Uncovering representative groups in multidimensional projections,2015,,https://doi.org/10.1111/cgf.12640,https://dl.acm.org/doi/pdf/10.1145/331499.331504,https://scholar.google.com/scholar?q=Uncovering%20representative%20groups%20in%20multidimensional%20projections,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Uncovering%20representative%20groups%20in%20multidimensional%20projections,https://dl.acm.org/action/doSearch?AllField=Uncovering%20representative%20groups%20in%20multidimensional%20projections,,,,,,,
pending-ref-150,Random projections on manifolds of symmetric positive deﬁnite matrices for image classiﬁcation,2014,,https://scholar.google.com/scholar?q=Random%20projections%20on%20manifolds%20of%20symmetric%20positive%20de%EF%AC%81nite%20matrices%20for%20image%20classi%EF%AC%81cation,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Random%20projections%20on%20manifolds%20of%20symmetric%20positive%20de%EF%AC%81nite%20matrices%20for%20image%20classi%EF%AC%81cation,https://dl.acm.org/action/doSearch?AllField=Random%20projections%20on%20manifolds%20of%20symmetric%20positive%20de%EF%AC%81nite%20matrices%20for%20image%20classi%EF%AC%81cation,,,,,,,,,
pending-ref-151,Visualization and visual analysis of multifaceted scientiﬁc data: A survey,2013,,https://scholar.google.com/scholar?q=Visualization%20and%20visual%20analysis%20of%20multifaceted%20scienti%EF%AC%81c%20data%3A%20A%20survey,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Visualization%20and%20visual%20analysis%20of%20multifaceted%20scienti%EF%AC%81c%20data%3A%20A%20survey,https://dl.acm.org/action/doSearch?AllField=Visualization%20and%20visual%20analysis%20of%20multifaceted%20scienti%EF%AC%81c%20data%3A%20A%20survey,,,,,,,,,
pending-ref-152,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,2012,,https://doi.org/10.1109/vast.2012.6400489,https://scholar.google.com/scholar?q=iLAMP%3A%20Exploring%20high-dimensional%20spacing%20through%20backward%20multidimensional%20projection,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=iLAMP%3A%20Exploring%20high-dimensional%20spacing%20through%20backward%20multidimensional%20projection,https://dl.acm.org/action/doSearch?AllField=iLAMP%3A%20Exploring%20high-dimensional%20spacing%20through%20backward%20multidimensional%20projection,,,,,,,,
pending-ref-156,Laplacian eigenmaps and spectral techniques for embedding and clustering,2002,,https://doi.org/10.7551/mitpress/1120.003.0080,https://doi.org/10.1109/cvpr.2008.4587670,https://scholar.google.com/scholar?q=Laplacian%20eigenmaps%20and%20spectral%20techniques%20for%20embedding%20and%20clustering,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Laplacian%20eigenmaps%20and%20spectral%20techniques%20for%20embedding%20and%20clustering,https://dl.acm.org/action/doSearch?AllField=Laplacian%20eigenmaps%20and%20spectral%20techniques%20for%20embedding%20and%20clustering,,,,,,,
pending-ref-157,Nmap: A novel neighborhood preservation space-ﬁlling algorithm,,,https://scholar.google.com/scholar?q=Nmap%3A%20A%20novel%20neighborhood%20preservation%20space-%EF%AC%81lling%20algorithm,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Nmap%3A%20A%20novel%20neighborhood%20preservation%20space-%EF%AC%81lling%20algorithm,https://dl.acm.org/action/doSearch?AllField=Nmap%3A%20A%20novel%20neighborhood%20preservation%20space-%EF%AC%81lling%20algorithm,,,,,,,,,
pending-ref-160,Orthogonalneighborhoodpreserving projections: a projection-based dimensionality reduction technique,2007,,https://scholar.google.com/scholar?q=Orthogonalneighborhoodpreserving%20projections%3A%20a%20projection-based%20dimensionality%20reduction%20technique,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Orthogonalneighborhoodpreserving%20projections%3A%20a%20projection-based%20dimensionality%20reduction%20technique,https://dl.acm.org/action/doSearch?AllField=Orthogonalneighborhoodpreserving%20projections%3A%20a%20projection-based%20dimensionality%20reduction%20technique,,,,,,,,,
